"id","name","fecha","precio"
"IE00B18GC888","Vanguard_global_bd_idx_eur_h_acc","2025-01-08",97.09
"IE00B42W4L06","Vanguard_glb_smallcp_idx__acc","2025-01-09",346.86
"IE0031786696","Vanguard_em_mkts_stk_idx__acc","2025-01-09",211.59
"IE0032126645","Vanguard_us_500_stk_idx__acc","2025-01-09",68.68
"IE0007987708","Vanguard_pean_stk_idx__acc","2025-01-09",32.24
"IE0007472990","Vanguard__govt_bd_idx__acc","2025-01-09",212.61
"IE00B18GC888","Vanguard_global_bd_idx_eur_h_acc","2025-01-09",96.85
"IE00B42W4L06","Vanguard_glb_smallcp_idx__acc","2025-01-10",347.26
"IE0031786696","Vanguard_em_mkts_stk_idx__acc","2025-01-10",211.22
"IE0032126645","Vanguard_us_500_stk_idx__acc","2025-01-10",69.27
"IE0007987708","Vanguard_pean_stk_idx__acc","2025-01-10",32.2
"IE0007472990","Vanguard__govt_bd_idx__acc","2025-01-10",211.79
"IE00B18GC888","Vanguard_global_bd_idx_eur_h_acc","2025-01-10",96.8
"IE00B42W4L06","Vanguard_glb_smallcp_idx__acc","2025-01-11",347.03
"IE0031786696","Vanguard_em_mkts_stk_idx__acc","2025-01-11",210.44
"IE0032126645","Vanguard_us_500_stk_idx__acc","2025-01-11",69.27
"IE0007987708","Vanguard_pean_stk_idx__acc","2025-01-11",32.34
"IE0007472990","Vanguard__govt_bd_idx__acc","2025-01-11",211.33
"IE00B18GC888","Vanguard_global_bd_idx_eur_h_acc","2025-01-11",96.72
"IE00B42W4L06","Vanguard_glb_smallcp_idx__acc","2025-01-12",343.67
"IE0031786696","Vanguard_em_mkts_stk_idx__acc","2025-01-12",209.88
"IE0032126645","Vanguard_us_500_stk_idx__acc","2025-01-12",68.55
"IE0007987708","Vanguard_pean_stk_idx__acc","2025-01-12",32.07
"IE0007472990","Vanguard__govt_bd_idx__acc","2025-01-12",210.78
"IE00B18GC888","Vanguard_global_bd_idx_eur_h_acc","2025-01-12",96.37
"IE00B42W4L06","Vanguard_glb_smallcp_idx__acc","2025-01-13",343.67
"IE0031786696","Vanguard_em_mkts_stk_idx__acc","2025-01-13",209.88
"IE0032126645","Vanguard_us_500_stk_idx__acc","2025-01-13",68.55
"IE0007987708","Vanguard_pean_stk_idx__acc","2025-01-13",32.07
"IE0007472990","Vanguard__govt_bd_idx__acc","2025-01-13",210.78
"IE00B18GC888","Vanguard_global_bd_idx_eur_h_acc","2025-01-13",96.37
"IE00B42W4L06","Vanguard_glb_smallcp_idx__acc","2025-01-14",343.67
"IE0031786696","Vanguard_em_mkts_stk_idx__acc","2025-01-14",209.88
"IE0032126645","Vanguard_us_500_stk_idx__acc","2025-01-14",68.55
"IE0007987708","Vanguard_pean_stk_idx__acc","2025-01-14",32.07
"IE0007472990","Vanguard__govt_bd_idx__acc","2025-01-14",210.78
"IE00B18GC888","Vanguard_global_bd_idx_eur_h_acc","2025-01-14",96.37
"IE00B42W4L06","Vanguard_glb_smallcp_idx__acc","2025-01-15",345.46
"IE0031786696","Vanguard_em_mkts_stk_idx__acc","2025-01-15",207.24
"IE0032126645","Vanguard_us_500_stk_idx__acc","2025-01-15",69.01
"IE0007987708","Vanguard_pean_stk_idx__acc","2025-01-15",31.9
"IE0007472990","Vanguard__govt_bd_idx__acc","2025-01-15",210.4
"IE00B18GC888","Vanguard_global_bd_idx_eur_h_acc","2025-01-15",96.23
"IE00B42W4L06","Vanguard_glb_smallcp_idx__acc","2025-01-16",345.11
"IE0031786696","Vanguard_em_mkts_stk_idx__acc","2025-01-16",208.14
"IE0032126645","Vanguard_us_500_stk_idx__acc","2025-01-16",68.44
"IE0007987708","Vanguard_pean_stk_idx__acc","2025-01-16",31.88
"IE0007472990","Vanguard__govt_bd_idx__acc","2025-01-16",210.04
"IE00B18GC888","Vanguard_global_bd_idx_eur_h_acc","2025-01-16",96.19
"IE00B42W4L06","Vanguard_glb_smallcp_idx__acc","2025-01-17",350.3
"IE0031786696","Vanguard_em_mkts_stk_idx__acc","2025-01-17",208.49
"IE0032126645","Vanguard_us_500_stk_idx__acc","2025-01-17",69.62
"IE0007987708","Vanguard_pean_stk_idx__acc","2025-01-17",32.29
"IE0007472990","Vanguard__govt_bd_idx__acc","2025-01-17",211.6
"IE00B18GC888","Vanguard_global_bd_idx_eur_h_acc","2025-01-17",96.83
"IE00B42W4L06","Vanguard_glb_smallcp_idx__acc","2025-01-18",352.22
"IE0031786696","Vanguard_em_mkts_stk_idx__acc","2025-01-18",208.49
"IE0032126645","Vanguard_us_500_stk_idx__acc","2025-01-18",69.51
"IE0007987708","Vanguard_pean_stk_idx__acc","2025-01-18",32.29
"IE0007472990","Vanguard__govt_bd_idx__acc","2025-01-18",211.94
"IE00B18GC888","Vanguard_global_bd_idx_eur_h_acc","2025-01-18",97.02
"IE00B42W4L06","Vanguard_glb_smallcp_idx__acc","2025-01-19",353.6
"IE0031786696","Vanguard_em_mkts_stk_idx__acc","2025-01-19",211.33
"IE0032126645","Vanguard_us_500_stk_idx__acc","2025-01-19",70.2
"IE0007987708","Vanguard_pean_stk_idx__acc","2025-01-19",32.83
"IE0007472990","Vanguard__govt_bd_idx__acc","2025-01-19",211.94
"IE00B18GC888","Vanguard_global_bd_idx_eur_h_acc","2025-01-19",97.09
"IE00B42W4L06","Vanguard_glb_smallcp_idx__acc","2025-01-20",353.6
"IE0031786696","Vanguard_em_mkts_stk_idx__acc","2025-01-20",211.33
"IE0032126645","Vanguard_us_500_stk_idx__acc","2025-01-20",70.2
"IE0007987708","Vanguard_pean_stk_idx__acc","2025-01-20",32.83
"IE0007472990","Vanguard__govt_bd_idx__acc","2025-01-20",212.18
"IE00B18GC888","Vanguard_global_bd_idx_eur_h_acc","2025-01-20",97.09
"IE00B42W4L06","Vanguard_glb_smallcp_idx__acc","2025-01-21",353.6
"IE0031786696","Vanguard_em_mkts_stk_idx__acc","2025-01-21",211.33
"IE0032126645","Vanguard_us_500_stk_idx__acc","2025-01-21",70.2
"IE0007987708","Vanguard_pean_stk_idx__acc","2025-01-21",32.83
"IE0007472990","Vanguard__govt_bd_idx__acc","2025-01-21",212.18
"IE00B18GC888","Vanguard_global_bd_idx_eur_h_acc","2025-01-21",97.09
"IE00B42W4L06","Vanguard_glb_smallcp_idx__acc","2025-01-22",351.42
"IE0031786696","Vanguard_em_mkts_stk_idx__acc","2025-01-22",211.34
"IE0032126645","Vanguard_us_500_stk_idx__acc","2025-01-22",69.53
"IE0007987708","Vanguard_pean_stk_idx__acc","2025-01-22",32.85
"IE0007472990","Vanguard__govt_bd_idx__acc","2025-01-22",212.54
"IE00B18GC888","Vanguard_global_bd_idx_eur_h_acc","2025-01-22",97.14
"IE00B42W4L06","Vanguard_glb_smallcp_idx__acc","2025-01-23",355.86
"IE0031786696","Vanguard_em_mkts_stk_idx__acc","2025-01-23",211.43
"IE0032126645","Vanguard_us_500_stk_idx__acc","2025-01-23",70.14
"IE0007987708","Vanguard_pean_stk_idx__acc","2025-01-23",32.97
"IE0007472990","Vanguard__govt_bd_idx__acc","2025-01-23",212.57
"IE00B18GC888","Vanguard_global_bd_idx_eur_h_acc","2025-01-23",97.35
"IE00B42W4L06","Vanguard_glb_smallcp_idx__acc","2025-01-24",354.29
"IE0031786696","Vanguard_em_mkts_stk_idx__acc","2025-01-24",211.43
"IE0032126645","Vanguard_us_500_stk_idx__acc","2025-01-24",70.44
"IE0007987708","Vanguard_pean_stk_idx__acc","2025-01-24",33.1
"IE0007472990","Vanguard__govt_bd_idx__acc","2025-01-24",212.6
"IE00B18GC888","Vanguard_global_bd_idx_eur_h_acc","2025-01-24",97.25
"IE00B42W4L06","Vanguard_glb_smallcp_idx__acc","2025-01-25",355.82
"IE0031786696","Vanguard_em_mkts_stk_idx__acc","2025-01-25",211.64
"IE0032126645","Vanguard_us_500_stk_idx__acc","2025-01-25",70.96
"IE0007987708","Vanguard_pean_stk_idx__acc","2025-01-25",33.24
"IE0007472990","Vanguard__govt_bd_idx__acc","2025-01-25",212.1
"IE00B18GC888","Vanguard_global_bd_idx_eur_h_acc","2025-01-25",97.09
"IE00B42W4L06","Vanguard_glb_smallcp_idx__acc","2025-01-26",352.43
"IE0031786696","Vanguard_em_mkts_stk_idx__acc","2025-01-26",210.87
"IE0032126645","Vanguard_us_500_stk_idx__acc","2025-01-26",69.95
"IE0007987708","Vanguard_pean_stk_idx__acc","2025-01-26",33.23
"IE0007472990","Vanguard__govt_bd_idx__acc","2025-01-26",211.84
"IE00B18GC888","Vanguard_global_bd_idx_eur_h_acc","2025-01-26",97.29
"IE00B42W4L06","Vanguard_glb_smallcp_idx__acc","2025-01-27",352.43
"IE0031786696","Vanguard_em_mkts_stk_idx__acc","2025-01-27",210.87
"IE0032126645","Vanguard_us_500_stk_idx__acc","2025-01-27",69.95
"IE0007987708","Vanguard_pean_stk_idx__acc","2025-01-27",33.23
"IE0007472990","Vanguard__govt_bd_idx__acc","2025-01-27",211.84
"IE00B18GC888","Vanguard_global_bd_idx_eur_h_acc","2025-01-27",97.29
"IE00B42W4L06","Vanguard_glb_smallcp_idx__acc","2025-01-28",352.43
"IE0031786696","Vanguard_em_mkts_stk_idx__acc","2025-01-28",210.87
"IE0032126645","Vanguard_us_500_stk_idx__acc","2025-01-28",69.95
"IE0007987708","Vanguard_pean_stk_idx__acc","2025-01-28",33.23
"IE0007472990","Vanguard__govt_bd_idx__acc","2025-01-28",211.84
"IE00B18GC888","Vanguard_global_bd_idx_eur_h_acc","2025-01-28",97.29
"IE00B42W4L06","Vanguard_glb_smallcp_idx__acc","2025-01-29",349.94
"IE0031786696","Vanguard_em_mkts_stk_idx__acc","2025-01-29",210.79
"IE0032126645","Vanguard_us_500_stk_idx__acc","2025-01-29",69.06
"IE0007987708","Vanguard_pean_stk_idx__acc","2025-01-29",33.23
"IE0007472990","Vanguard__govt_bd_idx__acc","2025-01-29",212.29
"IE00B18GC888","Vanguard_global_bd_idx_eur_h_acc","2025-01-29",97.48
"IE00B42W4L06","Vanguard_glb_smallcp_idx__acc","2025-01-30",352.85
"IE0031786696","Vanguard_em_mkts_stk_idx__acc","2025-01-30",212.69
"IE0032126645","Vanguard_us_500_stk_idx__acc","2025-01-30",69.06
"IE0007987708","Vanguard_pean_stk_idx__acc","2025-01-30",33.22
"IE0007472990","Vanguard__govt_bd_idx__acc","2025-01-30",212.14
"IE00B18GC888","Vanguard_global_bd_idx_eur_h_acc","2025-01-30",97.47
"IE00B42W4L06","Vanguard_glb_smallcp_idx__acc","2025-01-31",353.08
"IE0031786696","Vanguard_em_mkts_stk_idx__acc","2025-01-31",213.4
"IE0032126645","Vanguard_us_500_stk_idx__acc","2025-01-31",69.89
"IE0007987708","Vanguard_pean_stk_idx__acc","2025-01-31",33.52
"IE0007472990","Vanguard__govt_bd_idx__acc","2025-01-31",211.97
"IE00B18GC888","Vanguard_global_bd_idx_eur_h_acc","2025-01-31",97.44
"IE00B42W4L06","Vanguard_glb_smallcp_idx__acc","2025-02-01",356.87
"IE0031786696","Vanguard_em_mkts_stk_idx__acc","2025-02-01",213.79
"IE0032126645","Vanguard_us_500_stk_idx__acc","2025-02-01",70.19
"IE0007987708","Vanguard_pean_stk_idx__acc","2025-02-01",33.79
"IE0007472990","Vanguard__govt_bd_idx__acc","2025-02-01",212.71
"IE00B18GC888","Vanguard_global_bd_idx_eur_h_acc","2025-02-01",97.61
"IE00B42W4L06","Vanguard_glb_smallcp_idx__acc","2025-02-02",355.68
"IE0031786696","Vanguard_em_mkts_stk_idx__acc","2025-02-02",214.01
"IE0032126645","Vanguard_us_500_stk_idx__acc","2025-02-02",70.08
"IE0007987708","Vanguard_pean_stk_idx__acc","2025-02-02",33.84
"IE0007472990","Vanguard__govt_bd_idx__acc","2025-02-02",213.56
"IE00B18GC888","Vanguard_global_bd_idx_eur_h_acc","2025-02-02",97.64
"IE00B42W4L06","Vanguard_glb_smallcp_idx__acc","2025-02-03",355.68
"IE0031786696","Vanguard_em_mkts_stk_idx__acc","2025-02-03",214.01
"IE0032126645","Vanguard_us_500_stk_idx__acc","2025-02-03",70.08
"IE0007987708","Vanguard_pean_stk_idx__acc","2025-02-03",33.84
"IE0007472990","Vanguard__govt_bd_idx__acc","2025-02-03",213.56
"IE00B18GC888","Vanguard_global_bd_idx_eur_h_acc","2025-02-03",97.64
"IE00B42W4L06","Vanguard_glb_smallcp_idx__acc","2025-02-04",355.68
"IE0031786696","Vanguard_em_mkts_stk_idx__acc","2025-02-04",214.01
"IE0032126645","Vanguard_us_500_stk_idx__acc","2025-02-04",70.08
"IE0007987708","Vanguard_pean_stk_idx__acc","2025-02-04",33.84
"IE0007472990","Vanguard__govt_bd_idx__acc","2025-02-04",213.56
"IE00B18GC888","Vanguard_global_bd_idx_eur_h_acc","2025-02-04",97.64
"IE00B42W4L06","Vanguard_glb_smallcp_idx__acc","2025-02-05",355.68
"IE0031786696","Vanguard_em_mkts_stk_idx__acc","2025-02-05",211.78
"IE0032126645","Vanguard_us_500_stk_idx__acc","2025-02-05",70.09
"IE0007987708","Vanguard_pean_stk_idx__acc","2025-02-05",33.61
"IE0007472990","Vanguard__govt_bd_idx__acc","2025-02-05",214.73
"IE00B18GC888","Vanguard_global_bd_idx_eur_h_acc","2025-02-05",97.64
"IE00B42W4L06","Vanguard_glb_smallcp_idx__acc","2025-02-06",354.52
"IE0031786696","Vanguard_em_mkts_stk_idx__acc","2025-02-06",214.23
"IE0032126645","Vanguard_us_500_stk_idx__acc","2025-02-06",70.15
"IE0007987708","Vanguard_pean_stk_idx__acc","2025-02-06",33.65
"IE0007472990","Vanguard__govt_bd_idx__acc","2025-02-06",214.57
"IE00B18GC888","Vanguard_global_bd_idx_eur_h_acc","2025-02-06",97.86
"IE00B42W4L06","Vanguard_glb_smallcp_idx__acc","2025-02-07",357.11
"IE0031786696","Vanguard_em_mkts_stk_idx__acc","2025-02-07",213.87
"IE0032126645","Vanguard_us_500_stk_idx__acc","2025-02-07",70.15
"IE0007987708","Vanguard_pean_stk_idx__acc","2025-02-07",33.65
"IE0007472990","Vanguard__govt_bd_idx__acc","2025-02-07",215.28
"IE00B18GC888","Vanguard_global_bd_idx_eur_h_acc","2025-02-07",98.23
"IE00B42W4L06","Vanguard_glb_smallcp_idx__acc","2025-02-08",359.07
"IE0031786696","Vanguard_em_mkts_stk_idx__acc","2025-02-08",216.21
"IE0032126645","Vanguard_us_500_stk_idx__acc","2025-02-08",70.76
"IE0007987708","Vanguard_pean_stk_idx__acc","2025-02-08",34.2
"IE0007472990","Vanguard__govt_bd_idx__acc","2025-02-08",215.28
"IE00B18GC888","Vanguard_global_bd_idx_eur_h_acc","2025-02-08",98.21
"IE00B42W4L06","Vanguard_glb_smallcp_idx__acc","2025-02-09",356.9
"IE0031786696","Vanguard_em_mkts_stk_idx__acc","2025-02-09",217.98
"IE0032126645","Vanguard_us_500_stk_idx__acc","2025-02-09",70.26
"IE0007987708","Vanguard_pean_stk_idx__acc","2025-02-09",34.07
"IE0007472990","Vanguard__govt_bd_idx__acc","2025-02-09",214.9
"IE00B18GC888","Vanguard_global_bd_idx_eur_h_acc","2025-02-09",97.98
"IE00B42W4L06","Vanguard_glb_smallcp_idx__acc","2025-02-10",356.9
"IE0031786696","Vanguard_em_mkts_stk_idx__acc","2025-02-10",217.98
"IE0032126645","Vanguard_us_500_stk_idx__acc","2025-02-10",70.26
"IE0007987708","Vanguard_pean_stk_idx__acc","2025-02-10",34.07
"IE0007472990","Vanguard__govt_bd_idx__acc","2025-02-10",214.9
"IE00B18GC888","Vanguard_global_bd_idx_eur_h_acc","2025-02-10",97.98
"IE00B42W4L06","Vanguard_glb_smallcp_idx__acc","2025-02-11",356.9
"IE0031786696","Vanguard_em_mkts_stk_idx__acc","2025-02-11",217.98
"IE0032126645","Vanguard_us_500_stk_idx__acc","2025-02-11",70.26
"IE0007987708","Vanguard_pean_stk_idx__acc","2025-02-11",34.07
"IE0007472990","Vanguard__govt_bd_idx__acc","2025-02-11",214.9
"IE00B18GC888","Vanguard_global_bd_idx_eur_h_acc","2025-02-11",97.98
"IE00B42W4L06","Vanguard_glb_smallcp_idx__acc","2025-02-12",358.7
"IE0031786696","Vanguard_em_mkts_stk_idx__acc","2025-02-12",218.65
"IE0032126645","Vanguard_us_500_stk_idx__acc","2025-02-12",70.94
"IE0007987708","Vanguard_pean_stk_idx__acc","2025-02-12",34.27
"IE0007472990","Vanguard__govt_bd_idx__acc","2025-02-12",215.23
"IE00B18GC888","Vanguard_global_bd_idx_eur_h_acc","2025-02-12",98.02
"IE00B42W4L06","Vanguard_glb_smallcp_idx__acc","2025-02-13",356.33
"IE0031786696","Vanguard_em_mkts_stk_idx__acc","2025-02-13",217.41
"IE0032126645","Vanguard_us_500_stk_idx__acc","2025-02-13",70.79
"IE0007987708","Vanguard_pean_stk_idx__acc","2025-02-13",34.34
"IE0007472990","Vanguard__govt_bd_idx__acc","2025-02-13",214.07
"IE00B18GC888","Vanguard_global_bd_idx_eur_h_acc","2025-02-13",97.78
"IE00B42W4L06","Vanguard_glb_smallcp_idx__acc","2025-02-14",352.99
"IE0031786696","Vanguard_em_mkts_stk_idx__acc","2025-02-14",218.08
"IE0032126645","Vanguard_us_500_stk_idx__acc","2025-02-14",70.38
"IE0007987708","Vanguard_pean_stk_idx__acc","2025-02-14",34.4
"IE0007472990","Vanguard__govt_bd_idx__acc","2025-02-14",213.48
"IE00B18GC888","Vanguard_global_bd_idx_eur_h_acc","2025-02-14",97.4
"IE00B42W4L06","Vanguard_glb_smallcp_idx__acc","2025-02-15",355.38
"IE0031786696","Vanguard_em_mkts_stk_idx__acc","2025-02-15",217.31
"IE0032126645","Vanguard_us_500_stk_idx__acc","2025-02-15",70.7
"IE0007987708","Vanguard_pean_stk_idx__acc","2025-02-15",34.78
"IE0007472990","Vanguard__govt_bd_idx__acc","2025-02-15",214.6
"IE00B18GC888","Vanguard_global_bd_idx_eur_h_acc","2025-02-15",97.84
"IE00B42W4L06","Vanguard_glb_smallcp_idx__acc","2025-02-16",353.57
"IE0031786696","Vanguard_em_mkts_stk_idx__acc","2025-02-16",218.06
"IE0032126645","Vanguard_us_500_stk_idx__acc","2025-02-16",70.21
"IE0007987708","Vanguard_pean_stk_idx__acc","2025-02-16",34.7
"IE0007472990","Vanguard__govt_bd_idx__acc","2025-02-16",214.43
"IE00B18GC888","Vanguard_global_bd_idx_eur_h_acc","2025-02-16",97.98
"IE00B42W4L06","Vanguard_glb_smallcp_idx__acc","2025-02-17",353.57
"IE0031786696","Vanguard_em_mkts_stk_idx__acc","2025-02-17",218.06
"IE0032126645","Vanguard_us_500_stk_idx__acc","2025-02-17",70.21
"IE0007987708","Vanguard_pean_stk_idx__acc","2025-02-17",34.7
"IE0007472990","Vanguard__govt_bd_idx__acc","2025-02-17",214.43
"IE00B18GC888","Vanguard_global_bd_idx_eur_h_acc","2025-02-17",97.98
"IE00B42W4L06","Vanguard_glb_smallcp_idx__acc","2025-02-18",353.57
"IE0031786696","Vanguard_em_mkts_stk_idx__acc","2025-02-18",218.06
"IE0032126645","Vanguard_us_500_stk_idx__acc","2025-02-18",70.21
"IE0007987708","Vanguard_pean_stk_idx__acc","2025-02-18",34.7
"IE0007472990","Vanguard__govt_bd_idx__acc","2025-02-18",214.43
"IE00B18GC888","Vanguard_global_bd_idx_eur_h_acc","2025-02-18",97.98
"IE00B42W4L06","Vanguard_glb_smallcp_idx__acc","2025-02-19",354.75
"IE0031786696","Vanguard_em_mkts_stk_idx__acc","2025-02-19",219.73
"IE0032126645","Vanguard_us_500_stk_idx__acc","2025-02-19",70.21
"IE0007987708","Vanguard_pean_stk_idx__acc","2025-02-19",34.89
"IE0007472990","Vanguard__govt_bd_idx__acc","2025-02-19",213.83
"IE00B18GC888","Vanguard_global_bd_idx_eur_h_acc","2025-02-19",97.92
